beta,group,n_1,n_2,s_1,s_2,stable
5.0,,6,2,0.24640596791131056,-0.7392179037339317,False
5.0,,7,1,0.12320298395432165,-0.8624208876802515,False
5.050000000000002,,1,7,0.8630658341009254,-0.12329511915727505,True
5.050000000000002,,2,6,0.7397707149437629,-0.2465902383145877,False
5.050000000000002,,3,5,0.6164755957864094,-0.3698853574718456,False
5.050000000000002,,4,4,0.4931804766291014,-0.4931804766291014,False
5.050000000000002,,5,3,0.3698853574718263,-0.6164755957863772,False
5.050000000000002,,6,2,0.2465902383166429,-0.7397707149499287,False
5.050000000000002,,7,1,0.1232951191572681,-0.8630658341008767,False
5.1,,1,7,0.8636765109934132,-0.12338235871334473,True
5.1,,2,6,0.7402941522801499,-0.24676471742671666,False
5.1,,3,5,0.6169117935667479,-0.3701470761400487,False
5.1,,4,4,0.4935294348533791,-0.4935294348533791,False
5.1,,5,3,0.3701470761400348,-0.6169117935667247,False
5.1,,6,2,0.2467647174283428,-0.7402941522850284,False
5.1,,7,1,0.12338235871333986,-0.8636765109933788,False
5.15,,1,7,0.8642548449149371,-0.123464977844991,True
5.15,,2,6,0.7407898670700047,-0.2469299556900016,False
5.15,,3,5,0.6173248892249719,-0.3703949335349831,False
5.15,,4,4,0.4938599113799635,-0.4938599113799635,False
5.15,,5,3,0.3703949335349732,-0.6173248892249554,False
5.15,,6,2,0.24692995569128734,-0.7407898670738621,False
5.15,,7,1,0.12346497784498743,-0.864254844914912,False
5.2,,1,7,0.8648026448443852,-0.12354323497776933,True
5.2,,2,6,0.7412594098666583,-0.24708646995555275,False
5.2,,3,5,0.6177161748888583,-0.370629704933315,False
5.2,,4,4,0.4941729399110763,-0.4941729399110763,False
5.2,,5,3,0.3706297049333078,-0.6177161748888463,False
5.2,,6,2,0.24708646995656866,-0.7412594098697058,False
5.2,,7,1,0.12354323497776665,-0.8648026448443665,False
5.25,,1,7,0.8653216101703709,-0.12361737288148154,True
5.25,,2,6,0.7417042372889201,-0.24723474576297336,False
5.25,,3,5,0.618086864407416,-0.3708521186444496,False
5.25,,4,4,0.494469491525925,-0.494469491525925,False
5.25,,5,3,0.3708521186444444,-0.6180868644074072,False
5.25,,6,2,0.2472347457637755,-0.7417042372913265,False
5.25,,7,1,0.12361737288147955,-0.8653216101703567,False
5.300000000000002,,1,7,0.8658133380653328,-0.12368761972361896,True
5.300000000000002,,2,6,0.7421257183417359,-0.2473752394472453,False
5.300000000000002,,3,5,0.6184380986181003,-0.3710628591708602,False
5.300000000000002,,4,4,0.4947504788944745,-0.4947504788944745,False
5.300000000000002,,5,3,0.3710628591708564,-0.6184380986180941,False
5.300000000000002,,6,2,0.24737523944787815,-0.7421257183436346,False
5.300000000000002,,7,1,0.12368761972361733,-0.8658133380653211,False
5.35,,1,7,0.8662793302992601,-0.12375419004275146,True
5.35,,2,6,0.7425251402565244,-0.2475083800855081,False
5.35,,3,5,0.6187709502137606,-0.3712625701282564,False
5.35,,4,4,0.4950167601710042,-0.4950167601710042,False
5.35,,5,3,0.3712625701282536,-0.6187709502137559,False
5.35,,6,2,0.2475083800860072,-0.7425251402580215,False
5.35,,7,1,0.12375419004275008,-0.8662793302992504,False
5.4,,1,7,0.8667209995413078,-0.12381728564875825,True
5.4,,2,6,0.7429037138925612,-0.2476345712975204,False
5.4,,3,5,0.6190864282437938,-0.3714518569462762,False
5.4,,4,4,0.4952691425950316,-0.4952691425950316,False
5.4,,5,3,0.371451856946274,-0.61908642824379,False
5.4,,6,2,0.24763457129791366,-0.7429037138937409,False
5.4,,7,1,0.1238172856487571,-0.8667209995412998,False
5.45,,1,7,0.8671396751928788,-0.12387709645612555,True
5.45,,2,6,0.7432625787367613,-0.24775419291225376,False
5.45,,3,5,0.6193854822806291,-0.3716312893683774,False
5.45,,4,4,0.4955083858245006,-0.4955083858245006,False
5.45,,5,3,0.3716312893683757,-0.6193854822806261,False
5.45,,6,2,0.2477541929125635,-0.7432625787376905,False
5.45,,7,1,0.1238770964561245,-0.8671396751928715,False
5.5,,1,7,0.867536608791578,-0.1239338012559397,True
5.5,,2,6,0.743602807535644,-0.2478676025118813,False
5.5,,3,5,0.6196690062796991,-0.3718014037678195,False
5.5,,4,4,0.4957352050237573,-0.4957352050237573,False
5.5,,5,3,0.37180140376781823,-0.6196690062796969,False
5.5,,6,2,0.2478676025121251,-0.7436028075363753,False
5.5,,7,1,0.12393380125593875,-0.8675366087915714,False
5.550000000000002,,1,7,0.8679129790217254,-0.12398756843167505,True
5.550000000000002,,2,6,0.7439254105900542,-0.24797513686335146,False
5.550000000000002,,3,5,0.6199378421583754,-0.3719627052950253,False
5.550000000000002,,4,4,0.4959502737266986,-0.4959502737266986,False
5.550000000000002,,5,3,0.3719627052950241,-0.6199378421583734,False
5.550000000000002,,6,2,0.24797513686354314,-0.7439254105906294,False
5.550000000000002,,7,1,0.12398756843167415,-0.8679129790217192,False
5.6,,1,7,0.8682698963637628,-0.1240385566233947,True
5.6,,2,6,0.7442313397403709,-0.24807711324679035,False
5.6,,3,5,0.6201927831169732,-0.3721156698701839,False
5.6,,4,4,0.4961542264935772,-0.4961542264935772,False
5.6,,5,3,0.3721156698701829,-0.6201927831169715,False
5.6,,6,2,0.24807711324694096,-0.7442313397408229,False
5.6,,7,1,0.12403855662339384,-0.8682698963637571,False
5.65,,1,7,0.8686084074135684,-0.12408691534479545,True
5.65,,2,6,0.7445214920673596,-0.2481738306891199,False
5.65,,3,5,0.6204345767227977,-0.3722607460336786,False
5.65,,4,4,0.4963476613782371,-0.4963476613782371,False
5.65,,5,3,0.3722607460336777,-0.6204345767227961,False
5.65,,6,2,0.24817383068923815,-0.7445214920677145,False
5.65,,7,1,0.12408691534455885,-0.8686084074119118,False
5.7,,1,7,0.8689294988879195,-0.12413278555541706,True
5.7,,2,6,0.7447967133315359,-0.24826557111051198,False
5.7,,3,5,0.6206639277762782,-0.37239835666576704,False
5.7,,4,4,0.4965311422210216,-0.4965311422210216,False
5.7,,5,3,0.37239835666576615,-0.620663927776277,False
5.7,,6,2,0.2482655711106048,-0.7447967133318144,False
5.7,,7,1,0.124132785555255,-0.8689294988867851,False
5.75,,1,7,0.8692341013679168,-0.12417630019541667,True
5.75,,2,6,0.7450578011718381,-0.2483526003906127,False
5.75,,3,5,0.6208815009765303,-0.3725289005859182,False
5.75,,4,4,0.4967052007812233,-0.4967052007812233,False
5.75,,5,3,0.3725289005859173,-0.6208815009765288,False
5.75,,6,2,0.2483526003906854,-0.7450578011720562,False
5.75,,7,1,0.1241763001953054,-0.8692341013671379,False
5.800000000000002,,1,7,0.869523092763507,-0.124217584680501,True
5.800000000000002,,2,6,0.7453055080825516,-0.24843516936085056,False
5.800000000000002,,3,5,0.6210879234021253,-0.3726527540412752,False
5.800000000000002,,4,4,0.4968703387216994,-0.4968703387216994,False
5.800000000000002,,5,3,0.3726527540412744,-0.6210879234021239,False
5.800000000000002,,6,2,0.24843516936090754,-0.7453055080827227,False
5.800000000000002,,7,1,0.12421758468042447,-0.8695230927629714,False
5.85,,1,7,0.8697973015504173,-0.12425675736434535,True
5.85,,2,6,0.7455405441857594,-0.2485135147285865,False
5.85,,3,5,0.6212837868214651,-0.3727702720928791,False
5.85,,4,4,0.4970270294571713,-0.4970270294571713,False
5.85,,5,3,0.3727702720928783,-0.6212837868214638,False
5.85,,6,2,0.248513514728631,-0.745540544185893,False
5.85,,7,1,0.12425675736429245,-0.8697973015500471,False
5.9,,1,7,0.8700575097845025,-0.12429392996921462,True
5.9,,2,6,0.7457635798150724,-0.2485878599383575,False
5.9,,3,5,0.6214696498458927,-0.3728817899075357,False
5.9,,4,4,0.4971757199124495,-0.4971757199124495,False
5.9,,5,3,0.3728817899075349,-0.6214696498458915,False
5.9,,6,2,0.24858785993839225,-0.7457635798151766,False
5.9,,7,1,0.12429392996917801,-0.8700575097842459,False
5.95,,1,7,0.8703044559127312,-0.12432920798753305,True
5.95,,2,6,0.7459752479250499,-0.24865841597501656,False
5.95,,3,5,0.6216460399375405,-0.3729876239625243,False
5.95,,4,4,0.4973168319786136,-0.4973168319786136,False
5.95,,5,3,0.3729876239625235,-0.6216460399375392,False
5.95,,6,2,0.2486584159750437,-0.745975247925131,False
5.95,,7,1,0.12432920798750755,-0.8703044559125528,False
6.0,,1,7,0.8705388373961687,-0.12436269105659553,True
6.0,,2,6,0.7461761463394704,-0.24872538211315684,False
6.0,,3,5,0.6218134552828912,-0.3730880731697347,False
6.0,,4,4,0.4974507642491721,-0.4974507642491721,False
6.0,,5,3,0.373088073169734,-0.62181345528289,False
6.0,,6,2,0.24872538211317785,-0.7461761463395336,False
6.0,,7,1,0.12436269105657773,-0.8705388373960441,False
6.05,,1,7,0.8707613131590195,-0.12439447330843136,True
6.05,,2,6,0.7463668398505168,-0.2487889466168389,False
6.05,,3,5,0.6219723665420966,-0.3731834199252579,False
6.05,,4,4,0.4975778932519597,-0.4975778932519597,False
6.05,,5,3,0.3731834199252572,-0.6219723665420953,False
6.05,,6,2,0.2487889466168552,-0.7463668398505655,False
6.05,,7,1,0.1243944733084188,-0.8707613131589316,False
6.1000000000000005,,1,7,0.8709725058766203,-0.12442464369666005,True
6.1000000000000005,,2,6,0.7465478621799105,-0.24884928739330356,False
6.1000000000000005,,3,5,0.6221232184832581,-0.3732739310899549,False
6.1000000000000005,,4,4,0.4976985748012283,-0.4976985748012283,False
6.1000000000000005,,5,3,0.3732739310899541,-0.6221232184832569,False
6.1000000000000005,,6,2,0.2488492873933161,-0.7465478621799483,False
6.1000000000000005,,7,1,0.12442464369665113,-0.8709725058765577,False
6.15,,1,7,0.8711730041142001,-0.12445328630202855,True
6.15,,2,6,0.7467197178121372,-0.24890657260404564,False
6.15,,3,5,0.6222664315101134,-0.373359858906068,False
6.15,,4,4,0.4978131452197845,-0.4978131452197845,False
6.15,,5,3,0.3733598589060673,-0.6222664315101122,False
6.15,,6,2,0.2489065726040553,-0.7467197178121658,False
6.15,,7,1,0.12445328630202215,-0.8711730041141551,False
6.2,,1,7,0.8713633643272549,-0.12448048061817925,True
6.2,,2,6,0.7468828837090514,-0.2489609612363505,False
6.2,,3,5,0.6224024031946073,-0.3734414419167644,False
6.2,,4,4,0.4979219224820524,-0.4979219224820524,False
6.2,,5,3,0.3734414418545245,-0.6224024030908742,False
6.2,,6,2,0.24896096123635775,-0.7468828837090734,False
6.2,,7,1,0.12448048061958328,-0.8713633643370831,False
6.25,,1,7,0.8715441127335062,-0.12450630181907232,True
6.25,,2,6,0.7470378110924197,-0.24901260369747324,False
6.25,,3,5,0.6225315091824568,-0.3735189055094741,False
6.25,,4,4,0.4980252072837562,-0.4980252072837562,False
6.25,,5,3,0.3735189054572072,-0.6225315090953454,False
6.25,,6,2,0.24901260363814445,-0.7470378109144333,False
6.25,,7,1,0.12450630182016488,-0.8715441127411542,False
6.3,,1,7,0.8717157470656077,-0.12453082100937253,True
6.3,,2,6,0.7471849262064413,-0.24906164206881376,False
6.3,,3,5,0.6226541051200489,-0.37359246307202937,False
6.3,,4,4,0.4981232840434622,-0.4981232840434622,False
6.3,,5,3,0.3735924630281105,-0.6226541050468508,False
6.3,,6,2,0.24906164201874514,-0.7471849260562354,False
6.3,,7,1,0.12453082101022273,-0.8717157470715589,False
6.3500000000000005,,1,7,0.8718787382130383,-0.12455410545900546,True
6.3500000000000005,,2,6,0.7473246328808654,-0.24910821096028846,False
6.3500000000000005,,3,5,0.6227705273565626,-0.3736623164139375,False
6.3500000000000005,,4,4,0.4982164218407979,-0.4982164218407979,False
6.3500000000000005,,5,3,0.37366231637701103,-0.6227705272950183,False
6.3500000000000005,,6,2,0.24910821091801094,-0.7473246327540329,False
6.3500000000000005,,7,1,0.12455410545966697,-0.8718787382176691,False
6.4,,1,7,0.8720335317609461,-0.12457621882299233,True
6.4,,2,6,0.7474573130451081,-0.2491524376817027,False
6.4,,3,5,0.622881094166731,-0.3737286565000386,False
6.4,,4,4,0.4983048752957884,-0.4983048752957884,False
6.4,,5,3,0.3737286564689726,-0.6228810941149543,False
6.4,,6,2,0.2491524376459845,-0.7474573129379537,False
6.4,,7,1,0.12457621882350703,-0.8720335317645491,False
6.45,,1,7,0.8721805494331123,-0.12459722134758745,True
6.45,,2,6,0.7475833281761024,-0.2491944427253675,False
6.45,,3,5,0.6229861067815166,-0.37379166406891,False
6.45,,4,4,0.4983888853934038,-0.4983888853934038,False
6.45,,5,3,0.37379166404275904,-0.6229861067379316,False
6.45,,6,2,0.2491944426951749,-0.7475833280855246,False
6.45,,7,1,0.12459722134798795,-0.8721805494359156,False
6.5,,1,7,0.872320190445638,-0.1246171700636626,True
6.5,,2,6,0.7477030204585806,-0.24923434015286025,False
6.5,,3,5,0.6230858503550185,-0.3738515102130111,False
6.5,,4,4,0.498468680257092,-0.498468680257092,False
6.5,,5,3,0.3738515101909848,-0.623085850318308,False
6.5,,6,2,0.2492343401273249,-0.7477030203819747,False
6.5,,7,1,0.12461717006397413,-0.8723201904478189,False
6.55,,1,7,0.8724528327774552,-0.12463611896820788,True
6.55,,2,6,0.7478167138740685,-0.24927223795802286,False
6.55,,3,5,0.6231805948719729,-0.37390835692318375,False
6.55,,4,4,0.4985444758747835,-0.4985444758747835,False
6.55,,5,3,0.3739083569046212,-0.6231805948410354,False
6.55,,6,2,0.2492722379364154,-0.7478167138092461,False
6.55,,7,1,0.12463611896845025,-0.8724528327791515,False
6.6000000000000005,,1,7,0.872578834363301,-0.12465411919475727,True
6.6000000000000005,,2,6,0.7479247152234214,-0.24930823840780714,False
6.6000000000000005,,3,5,0.6232705959998701,-0.3739623575999221,False
6.6000000000000005,,4,4,0.4986164767805895,-0.4986164767805895,False
6.6000000000000005,,5,3,0.3739623575842697,-0.6232705959737829,False
6.6000000000000005,,6,2,0.24930823838951405,-0.7479247151685421,False
6.6000000000000005,,7,1,0.12465411919494578,-0.8725788343646204,False
6.65,,1,7,0.8726985342143659,-0.12467121917348085,True
6.65,,2,6,0.7480273150873672,-0.2493424383624557,False
6.65,,3,5,0.6233560958894105,-0.3740136575336463,False
6.65,,4,4,0.4986848766951705,-0.4986848766951705,False
6.65,,5,3,0.3740136575532708,-0.6233560959221179,False
6.65,,6,2,0.2493424383469611,-0.7480273150408832,False
6.65,,7,1,0.12467121917362743,-0.8726985342153919,False
6.7,,1,7,0.8728122534714385,-0.12468746478163407,True
6.7,,2,6,0.7481247887291941,-0.249374929576398,False
6.7,,3,5,0.6234373239267463,-0.3740623943560478,False
6.7,,4,4,0.498749859127533,-0.498749859127533,False
6.7,,5,3,0.3740623943735008,-0.6234373239558347,False
6.7,,6,2,0.24937492956326746,-0.7481247886898021,False
6.7,,7,1,0.124687464781748,-0.8728122534722359,False
6.75,,1,7,0.8729202963950112,-0.1247028994850016,True
6.75,,2,6,0.7482173969434047,-0.2494057989811349,False
6.75,,3,5,0.6235144974406966,-0.374108698464418,False
6.75,,4,4,0.4988115979408027,-0.4988115979408027,False
6.75,,5,3,0.3741086984799069,-0.6235144974665116,False
6.75,,6,2,0.24940579897000234,-0.7482173969100071,False
6.75,,7,1,0.12470289948509013,-0.8729202963956307,False
6.800000000000002,,1,7,0.8730229512964895,-0.12471756447092705,True
6.800000000000002,,2,6,0.7483053868538883,-0.2494351289512961,False
6.800000000000002,,3,5,0.6235878223678925,-0.3741526934207355,False
6.800000000000002,,4,4,0.4988702578843445,-0.4988702578843445,False
6.800000000000002,,5,3,0.3741526934344547,-0.6235878223907578,False
6.800000000000002,,6,2,0.2494351289418532,-0.7483053868255598,False
6.800000000000002,,7,1,0.12471756447099586,-0.8730229512969707,False
6.8500000000000005,,1,7,0.873120491414337,-0.12473149877347672,True
6.8500000000000005,,2,6,0.7483889926648967,-0.24946299755496554,False
6.8500000000000005,,3,5,0.6236574938785915,-0.3741944963271549,False
6.8500000000000005,,4,4,0.4989259950944149,-0.4989259950944149,False
6.8500000000000005,,5,3,0.3741944963392851,-0.6236574938988085,False
6.8500000000000005,,6,2,0.24946299754695234,-0.7483889926408571,False
6.8500000000000005,,7,1,0.12473149877353006,-0.8731204914147102,False
6.9,,1,7,0.8732131757387158,-0.12474473939124513,True
6.9,,2,6,0.7484684363678767,-0.24948947878929226,False
6.9,,3,5,0.6237236969657061,-0.3742342181794236,False
6.9,,4,4,0.4989789575653863,-0.4989789575653863,False
6.9,,5,3,0.37423421819013175,-0.6237236969835529,False
6.9,,6,2,0.24948947878248925,-0.7484684363474677,False
6.9,,7,1,0.12474473939128652,-0.8732131757390055,False
6.95,,1,7,0.8733012497879358,-0.12475732139827655,True
6.95,,2,6,0.7485439284069902,-0.2495146428023301,False
6.95,,3,5,0.6237866069994058,-0.3742719641996434,False
6.95,,4,4,0.4990292855934302,-0.4990292855934302,False
6.95,,5,3,0.3742719642090823,-0.6237866070151372,False
6.95,,6,2,0.249514642796552,-0.7485439283896561,False
6.95,,7,1,0.12475732139830854,-0.8733012497881599,False
7.0,,1,7,0.8733849463397705,-0.12476927804853866,True
7.0,,2,6,0.7486156683059576,-0.2495385561019858,False
7.0,,3,5,0.623846390249486,-0.3743078341496916,False
7.0,,4,4,0.4990771121944131,-0.4990771121944131,False
7.0,,5,3,0.3743078341580002,-0.6238463902633336,False
7.0,,6,2,0.24953855609707615,-0.7486156682912286,False
7.0,,7,1,0.12476927804856346,-0.8733849463399441,False
7.050000000000002,,1,7,0.8734644861205062,-0.12478064087435806,True
7.050000000000002,,2,6,0.748683845258665,-0.24956128175288836,False
7.050000000000002,,3,5,0.6239032043775442,-0.3743419226265265,False
7.050000000000002,,4,4,0.4991225634976385,-0.4991225634976385,False
7.050000000000002,,5,3,0.37434192263383104,-0.6239032043897184,False
7.050000000000002,,6,2,0.2495612817487149,-0.7486838452461447,False
7.050000000000002,,7,1,0.12478064087437718,-0.8734644861206402,False
7.1000000000000005,,1,7,0.8735400784543738,-0.12479143977919625,True
7.1000000000000005,,2,6,0.7487486386858211,-0.24958287956194036,False
7.1000000000000005,,3,5,0.6239571989008573,-0.3743743193405144,False
7.1000000000000005,,4,4,0.4991657591169494,-0.4991657591169494,False
7.1000000000000005,,5,3,0.3743743193469289,-0.6239571989115482,False
7.1000000000000005,,6,2,0.2495828795583913,-0.7487486386751738,False
7.1000000000000005,,7,1,0.12479143977921095,-0.8735400784544767,False
7.15,,1,7,0.8736119218758353,-0.12480170312511933,True
7.15,,2,6,0.7488102187597696,-0.2496034062532565,False
7.15,,3,5,0.6240085156297305,-0.3744051093778382,False
7.15,,4,4,0.4992068125006081,-0.4992068125006081,False
7.15,,5,3,0.37440510938346505,-0.6240085156391083,False
7.15,,6,2,0.2496034062502374,-0.7488102187507122,False
7.15,,7,1,0.1248017031251306,-0.8736119218759141,False
7.2,,1,7,0.8736802047070279,-0.1248114578152897,True
7.2,,2,6,0.7488687468994428,-0.2496229156331476,False
7.2,,3,5,0.6240572890799547,-0.3744343734479728,False
7.2,,4,4,0.499245831261263,-0.499245831261263,False
7.2,,5,3,0.3744343734529037,-0.6240572890881727,False
7.2,,6,2,0.2496229156305781,-0.7488687468917344,False
7.2,,7,1,0.12481145781529833,-0.8736802047070882,False
7.25,,1,7,0.8737451056025124,-0.1248207293717875,True
7.25,,2,6,0.7489243762372839,-0.2496414587457613,False
7.25,,3,5,0.624103646861913,-0.37446218811714777,False
7.25,,4,4,0.49928291748723297,-0.49928291748723297,False
7.25,,5,3,0.3744621881214646,-0.6241036468691077,False
7.25,,6,2,0.2496414587435737,-0.7489243762307214,False
7.25,,7,1,0.12482072937179405,-0.8737451056025582,False
7.300000000000002,,1,7,0.8738067940633205,-0.12482954200904575,True
7.300000000000002,,2,6,0.7489772520598603,-0.2496590840199535,False
7.300000000000002,,3,5,0.6241477100477546,-0.3744886260286528,False
7.300000000000002,,4,4,0.4993181680362492,-0.4993181680362492,False
7.300000000000002,,5,3,0.37448862603242894,-0.6241477100540483,False
7.300000000000002,,6,2,0.24965908401809034,-0.7489772520542709,False
7.300000000000002,,7,1,0.1248295420090507,-0.8738067940633548,False
7.35,,1,7,0.8738654309221706,-0.1248379187031672,True
7.35,,2,6,0.7490275122237614,-0.2496758374079205,False
7.35,,3,5,0.624189593517981,-0.3745137561107886,False
7.35,,4,4,0.4993516748127212,-0.4993516748127212,False
7.35,,5,3,0.374513756114089,-0.6241895935234817,False
7.35,,6,2,0.2496758374063331,-0.7490275122189994,False
7.35,,7,1,0.12483791870317085,-0.8738654309221962,False
7.4,,1,7,0.8739211688015923,-0.12484588125737033,True
7.4,,2,6,0.7490752875482769,-0.2496917625160923,False
7.4,,3,5,0.624229406288674,-0.3745376437732044,False
7.4,,4,4,0.4993835250295228,-0.4993835250295228,False
7.4,,5,3,0.3745376437760868,-0.624229406293478,False
7.4,,6,2,0.2496917625147394,-0.7490752875442181,False
7.4,,7,1,0.12484588125737305,-0.8739211688016113,False
7.45,,1,7,0.8739741525465878,-0.12485345036379825,True
7.45,,2,6,0.7491207021862462,-0.2497069007287487,False
7.45,,3,5,0.6242672518205401,-0.3745603510923241,False
7.45,,4,4,0.4994138014552259,-0.4994138014552259,False
7.45,,5,3,0.3745603510948397,-0.6242672518247327,False
7.45,,6,2,0.24970690072759524,-0.7491207021827857,False
7.45,,7,1,0.1248534503638002,-0.8739741525466014,False
7.5,,1,7,0.8740245196333438,-0.12486064566190627,True
7.5,,2,6,0.749163873974385,-0.249721291324795,False
7.5,,3,5,0.6243032283108481,-0.3745819369865088,False
7.5,,4,4,0.4994425826476509,-0.4994425826476509,False
7.5,,5,3,0.3745819369887029,-0.6243032283145048,False
7.5,,6,2,0.2497212913238113,-0.7491638739714338,False
7.5,,7,1,0.1248606456619076,-0.8740245196333531,False
7.550000000000002,,1,7,0.8740724005554201,-0.12486748579363145,True
7.550000000000002,,2,6,0.7492049147643027,-0.2497349715881009,False
7.550000000000002,,3,5,0.6243374289692771,-0.3746024573815663,False
7.550000000000002,,4,4,0.4994699431745461,-0.4994699431745461,False
7.550000000000002,,5,3,0.3746024573834785,-0.6243374289724641,False
7.550000000000002,,6,2,0.24973497158726166,-0.7492049147617849,False
7.550000000000002,,7,1,0.12486748579363233,-0.8740724005554262,False
7.6,,1,7,0.874117919188741,-0.12487398845553442,True
7.6,,2,6,0.7492439307353517,-0.24974797691178385,False
7.6,,3,5,0.624369942278625,-0.37462196536717496,False
7.6,,4,4,0.4994959538221537,-0.4994959538221537,False
7.6,,5,3,0.3746219653688406,-0.624369942281401,False
7.6,,6,2,0.24974797693797984,-0.7492439308139396,False
7.6,,7,1,0.12487398845553492,-0.8741179191887445,False
7.65,,1,7,0.8741611931366314,-0.12488017044809023,True
7.65,,2,6,0.7492810226903718,-0.2497603408967906,False
7.65,,3,5,0.6244008522412619,-0.37464051134475707,False
7.65,,4,4,0.4995206817923733,-0.4995206817923733,False
7.65,,5,3,0.3746405113462071,-0.6244008522436786,False
7.65,,6,2,0.2497603409193695,-0.7492810227581086,False
7.65,,7,1,0.12488017044809045,-0.8741611931366331,False
7.7,,1,7,0.8742023340560641,-0.12488604772229485,True
7.7,,2,6,0.7493162863353319,-0.2497720954451106,False
7.7,,3,5,0.6244302386121645,-0.3746581431672987,False
7.7,,4,4,0.499544190889189,-0.499544190889189,False
7.7,,5,3,0.3746581431685605,-0.6244302386142674,False
7.7,,6,2,0.24977209546457085,-0.7493162863937126,False
7.7,,7,1,0.12488604772229482,-0.8742023340560638,False
7.75,,1,7,0.8742414479662042,-0.12489163542374344,True
7.75,,2,6,0.7493498125437951,-0.24978327084793164,False
7.75,,3,5,0.6244581771193048,-0.37467490627158295,False
7.75,,4,4,0.499566541694981,-0.499566541694981,False
7.75,,5,3,0.3746749062726802,-0.6244581771211337,False
7.75,,6,2,0.2497832708647033,-0.7493498125941099,False
7.75,,7,1,0.12489163542374325,-0.8742414479662027,False
7.800000000000002,,1,7,0.8742786355402767,-0.12489694793432525,True
7.800000000000002,,2,6,0.7493816876070912,-0.2497938958690304,False
7.800000000000002,,3,5,0.6244847396721267,-0.3746908438032761,False
7.800000000000002,,4,4,0.4995877917373063,-0.4995877917373063,False
7.800000000000002,,5,3,0.37469084380422985,-0.6244847396737164,False
7.800000000000002,,6,2,0.24979389588348425,-0.7493816876504527,False
7.800000000000002,,7,1,0.1248969479343249,-0.8742786355402743,False
7.85,,1,7,0.8743139923817116,-0.1249019989116731,True
7.85,,2,6,0.7494119934710124,-0.24980399782367085,False
7.85,,3,5,0.6245099945587921,-0.3747059967352753,False
7.85,,4,4,0.4996079956466965,-0.4996079956466965,False
7.85,,5,3,0.374705996736104,-0.6245099945601733,False
7.85,,6,2,0.24980399783612656,-0.7494119935083797,False
7.85,,7,1,0.12490199891167272,-0.8743139923817089,False
7.9,,1,7,0.8743476092854645,-0.12490680132649495,True
7.9,,2,6,0.7494408079598017,-0.24981360265326724,False
7.9,,3,5,0.6245340066328383,-0.37472040397970297,False
7.9,,4,4,0.4996272053059826,-0.4996272053059826,False
7.9,,5,3,0.3747204039804226,-0.6245340066340378,False
7.9,,6,2,0.24981360266400074,-0.7494408079920022,False
7.9,,7,1,0.12490680132649447,-0.8743476092854613,False
7.95,,1,7,0.8743795724853557,-0.12491136749790792,True
7.95,,2,6,0.7494682049881587,-0.2498227349960529,False
7.95,,3,5,0.6245568374898496,-0.37473410249390976,False
7.95,,4,4,0.4996454699916337,-0.4996454699916337,False
7.95,,5,3,0.3747341024945345,-0.6245568374908907,False
7.95,,6,2,0.24982273500530186,-0.7494682050159055,False
7.95,,7,1,0.1249113674979074,-0.8743795724853517,False
8.0,,1,7,0.8744099638882189,-0.12491570912688844,True
8.0,,2,6,0.7494942547619385,-0.2498314182539795,False
8.0,,3,5,0.6245785456347064,-0.3747471273808239,False
8.0,,4,4,0.4996628365075549,-0.4996628365075549,False
8.0,,5,3,0.3747471273813659,-0.6245785456356098,False
8.0,,6,2,0.2498314182619488,-0.7494942547858464,False
8.0,,7,1,0.12491570912688785,-0.8744099638882149,False
8.05,,1,7,0.8744388612956048,-0.12491983732794355,True
8.05,,2,6,0.7495190239681814,-0.24983967465606044,False
8.05,,3,5,0.624599186639943,-0.3747595119839658,False
8.05,,4,4,0.4996793493117749,-0.4996793493117749,False
8.05,,5,3,0.3747595119844361,-0.6245991866407268,False
8.05,,6,2,0.2498396746629269,-0.7495190239887808,False
8.05,,7,1,0.1249198373279429,-0.8744388612956003,False
8.100000000000001,,1,7,0.8744663386137292,-0.12492376265910415,True
8.100000000000001,,2,6,0.7495425759550698,-0.24984752531835666,False
8.100000000000001,,3,5,0.6246188132957132,-0.374771287977428,False
8.100000000000001,,4,4,0.4996950506364171,-0.4996950506364171,False
8.100000000000001,,5,3,0.3747712879778356,-0.6246188132963927,False
8.100000000000001,,6,2,0.2498475253242727,-0.7495425759728181,False
8.100000000000001,,7,1,0.12492376265910354,-0.8744663386137248,False
8.15,,1,7,0.8744924660523309,-0.12492749515033301,True
8.15,,2,6,0.7495649709023784,-0.2498549903007928,False
8.15,,3,5,0.6246374757518289,-0.3747824854510974,False
8.15,,4,4,0.4997099806013319,-0.4997099806013319,False
8.15,,5,3,0.3747824854514508,-0.6246374757524181,False
8.15,,6,2,0.2498549903058899,-0.7495649709176696,False
8.15,,7,1,0.12492749515033234,-0.8744924660523264,False
8.2,,1,7,0.8745173103130485,-0.1249310443304355,True
8.2,,2,6,0.7495862659829382,-0.24986208866097945,False
8.2,,3,5,0.6246552216523173,-0.3747931329913904,False
8.2,,4,4,0.4997241773217416,-0.4997241773217416,False
8.2,,5,3,0.37479313299169664,-0.6246552216528277,False
8.2,,6,2,0.24986208866537066,-0.7495862659961119,False
8.2,,7,1,0.12493104433043482,-0.8745173103130438,False
8.25,,1,7,0.8745409347678988,-0.12493441925255698,True
8.25,,2,6,0.7496065155156203,-0.24986883850520675,False
