beta,n_1,s_1,s_2,group,stable
9.6,5,0.316,0.316,1.0,False
9.6,5,0.447,0.007,2.0,False
9.64,1,0.316,0.316,1.0,False
9.64,1,1.0,0.0,2.0,True
9.64,2,0.316,0.316,1.0,False
9.64,2,0.707,0.001,2.0,False
9.64,3,0.316,0.316,1.0,False
9.64,3,0.577,0.002,2.0,False
9.64,4,0.316,0.316,1.0,False
9.64,4,0.5,0.004,2.0,False
9.64,5,0.316,0.316,1.0,False
9.64,5,0.447,0.006,2.0,False
9.68,1,0.316,0.316,1.0,False
9.68,1,1.0,0.0,2.0,True
9.68,2,0.316,0.316,1.0,False
9.68,2,0.707,0.001,2.0,False
9.68,3,0.316,0.316,1.0,False
9.68,3,0.577,0.002,2.0,False
9.68,4,0.316,0.316,1.0,False
9.68,4,0.5,0.004,2.0,False
9.68,5,0.316,0.316,1.0,False
9.68,5,0.447,0.006,2.0,False
9.72,1,0.316,0.316,1.0,False
9.72,1,1.0,0.0,2.0,True
9.72,2,0.316,0.316,1.0,False
9.72,2,0.707,0.001,2.0,False
9.72,3,0.316,0.316,1.0,False
9.72,3,0.577,0.002,2.0,False
9.72,4,0.316,0.316,1.0,False
9.72,4,0.5,0.004,2.0,False
9.72,5,0.316,0.316,1.0,False
9.72,5,0.447,0.006,2.0,False
9.76,1,0.316,0.316,1.0,False
9.76,1,1.0,0.0,2.0,True
9.76,2,0.316,0.316,1.0,False
9.76,2,0.707,0.001,2.0,False
9.76,3,0.316,0.316,1.0,False
9.76,3,0.577,0.002,2.0,False
9.76,4,0.316,0.316,1.0,False
9.76,4,0.5,0.004,2.0,False
9.76,5,0.316,0.316,1.0,False
9.76,5,0.447,0.006,2.0,False
9.8,1,0.316,0.316,1.0,False
9.8,1,1.0,0.0,2.0,True
9.8,2,0.316,0.316,1.0,False
9.8,2,0.707,0.001,2.0,False
9.8,3,0.316,0.316,1.0,False
9.8,3,0.577,0.002,2.0,False
9.8,4,0.316,0.316,1.0,False
9.8,4,0.5,0.004,2.0,False
9.8,5,0.316,0.316,1.0,False
9.8,5,0.447,0.006,2.0,False
9.84,1,0.316,0.316,1.0,False
9.84,1,1.0,0.0,2.0,True
9.84,2,0.316,0.316,1.0,False
9.84,2,0.707,0.001,2.0,False
9.84,3,0.316,0.316,1.0,False
9.84,3,0.577,0.002,2.0,False
9.84,4,0.316,0.316,1.0,False
9.84,4,0.5,0.004,2.0,False
9.84,5,0.316,0.316,1.0,False
9.84,5,0.447,0.006,2.0,False
9.88,1,0.316,0.316,1.0,False
9.88,1,1.0,0.0,2.0,True
9.88,2,0.316,0.316,1.0,False
9.88,2,0.707,0.001,2.0,False
9.88,3,0.316,0.316,1.0,False
9.88,3,0.577,0.002,2.0,False
9.88,4,0.316,0.316,1.0,False
9.88,4,0.5,0.004,2.0,False
9.88,5,0.316,0.316,1.0,False
9.88,5,0.447,0.006,2.0,False
9.92,1,0.316,0.316,1.0,False
9.92,1,1.0,0.0,2.0,True
9.92,2,0.316,0.316,1.0,False
9.92,2,0.707,0.001,2.0,False
9.92,3,0.316,0.316,1.0,False
9.92,3,0.577,0.002,2.0,False
9.92,4,0.316,0.316,1.0,False
9.92,4,0.5,0.004,2.0,False
9.92,5,0.316,0.316,1.0,False
9.92,5,0.447,0.006,2.0,False
9.96,1,0.316,0.316,1.0,False
9.96,1,1.0,0.0,2.0,True
9.96,2,0.316,0.316,1.0,False
9.96,2,0.707,0.001,2.0,False
9.96,3,0.316,0.316,1.0,False
9.96,3,0.577,0.002,2.0,False
9.96,4,0.316,0.316,1.0,False
9.96,4,0.5,0.004,2.0,False
9.96,5,0.316,0.316,1.0,False
9.96,5,0.447,0.005,2.0,False
10.0,1,0.316,0.316,1.0,False
10.0,1,1.0,0.0,2.0,True
10.0,2,0.316,0.316,1.0,False
10.0,2,0.707,0.001,2.0,False
10.0,3,0.316,0.316,1.0,False
10.0,3,0.577,0.002,2.0,False
10.0,4,0.316,0.316,1.0,False
10.0,4,0.5,0.003,2.0,False
10.0,5,0.316,0.316,1.0,False
10.0,5,0.447,0.005,2.0,False
10.040000000000001,1,0.316,0.316,1.0,False
10.040000000000001,1,1.0,0.0,2.0,True
10.040000000000001,2,0.316,0.316,1.0,False
10.040000000000001,2,0.707,0.001,2.0,False
10.040000000000001,3,0.316,0.316,1.0,False
10.040000000000001,3,0.577,0.002,2.0,False
10.040000000000001,4,0.316,0.316,1.0,False
10.040000000000001,4,0.5,0.003,2.0,False
10.040000000000001,5,0.316,0.316,1.0,False
10.040000000000001,5,0.447,0.005,2.0,False
10.08,1,0.316,0.316,1.0,False
10.08,1,1.0,0.0,2.0,True
10.08,2,0.316,0.316,1.0,False
10.08,2,0.707,0.001,2.0,False
10.08,3,0.316,0.316,1.0,False
10.08,3,0.577,0.002,2.0,False
10.08,4,0.316,0.316,1.0,False
10.08,4,0.5,0.003,2.0,False
10.08,5,0.316,0.316,1.0,False
10.08,5,0.447,0.005,2.0,False
10.120000000000001,1,0.316,0.316,1.0,False
10.120000000000001,1,1.0,0.0,2.0,True
10.120000000000001,2,0.316,0.316,1.0,False
10.120000000000001,2,0.707,0.001,2.0,False
10.120000000000001,3,0.316,0.316,1.0,False
10.120000000000001,3,0.577,0.002,2.0,False
10.120000000000001,4,0.316,0.316,1.0,False
10.120000000000001,4,0.5,0.003,2.0,False
10.120000000000001,5,0.316,0.316,1.0,False
10.120000000000001,5,0.447,0.005,2.0,False
10.16,1,0.316,0.316,1.0,False
10.16,1,1.0,0.0,2.0,True
10.16,2,0.316,0.316,1.0,False
10.16,2,0.707,0.001,2.0,False
10.16,3,0.316,0.316,1.0,False
10.16,3,0.577,0.002,2.0,False
10.16,4,0.316,0.316,1.0,False
10.16,4,0.5,0.003,2.0,False
10.16,5,0.316,0.316,1.0,False
10.16,5,0.447,0.005,2.0,False
10.200000000000001,1,0.316,0.316,1.0,False
10.200000000000001,1,1.0,0.0,2.0,True
10.200000000000001,2,0.316,0.316,1.0,False
10.200000000000001,2,0.707,0.001,2.0,False
10.200000000000001,3,0.316,0.316,1.0,False
10.200000000000001,3,0.577,0.002,2.0,False
10.200000000000001,4,0.316,0.316,1.0,False
10.200000000000001,4,0.5,0.003,2.0,False
10.200000000000001,5,0.316,0.316,1.0,False
10.200000000000001,5,0.447,0.005,2.0,False
10.24,1,0.316,0.316,1.0,False
10.24,1,1.0,0.0,2.0,True
10.24,2,0.316,0.316,1.0,False
10.24,2,0.707,0.001,2.0,False
10.24,3,0.316,0.316,1.0,False
10.24,3,0.577,0.002,2.0,False
10.24,4,0.316,0.316,1.0,False
10.24,4,0.5,0.003,2.0,False
10.24,5,0.316,0.316,1.0,False
10.24,5,0.447,0.005,2.0,False
10.28,1,0.316,0.316,1.0,False
10.28,1,1.0,0.0,2.0,True
10.28,2,0.316,0.316,1.0,False
10.28,2,0.707,0.0,2.0,False
10.28,3,0.316,0.316,1.0,False
10.28,3,0.577,0.002,2.0,False
10.28,4,0.316,0.316,1.0,False
10.28,4,0.5,0.003,2.0,False
10.28,5,0.316,0.316,1.0,False
10.28,5,0.447,0.005,2.0,False
10.32,1,0.316,0.316,1.0,False
10.32,1,1.0,0.0,2.0,True
10.32,2,0.316,0.316,1.0,False
10.32,2,0.707,0.0,2.0,False
10.32,3,0.316,0.316,1.0,False
10.32,3,0.577,0.002,2.0,False
10.32,4,0.316,0.316,1.0,False
10.32,4,0.5,0.003,2.0,False
10.32,5,0.316,0.316,1.0,False
10.32,5,0.447,0.005,2.0,False
10.36,1,0.316,0.316,1.0,False
10.36,1,1.0,0.0,2.0,True
10.36,2,0.316,0.316,1.0,False
10.36,2,0.707,0.0,2.0,False
10.36,3,0.316,0.316,1.0,False
10.36,3,0.577,0.001,2.0,False
10.36,4,0.316,0.316,1.0,False
10.36,4,0.5,0.003,2.0,False
10.36,5,0.316,0.316,1.0,False
10.36,5,0.447,0.005,2.0,False
10.4,1,0.316,0.316,1.0,False
10.4,1,1.0,0.0,2.0,True
10.4,2,0.316,0.316,1.0,False
10.4,2,0.707,0.0,2.0,False
10.4,3,0.316,0.316,1.0,False
10.4,3,0.577,0.001,2.0,False
10.4,4,0.316,0.316,1.0,False
10.4,4,0.5,0.003,2.0,False
10.4,5,0.316,0.316,1.0,False
10.4,5,0.447,0.004,2.0,False
10.44,1,0.316,0.316,1.0,False
10.44,1,1.0,0.0,2.0,True
10.44,2,0.316,0.316,1.0,False
10.44,2,0.707,0.0,2.0,False
10.44,3,0.316,0.316,1.0,False
10.44,3,0.577,0.001,2.0,False
10.44,4,0.316,0.316,1.0,False
10.44,4,0.5,0.003,2.0,False
10.44,5,0.316,0.316,1.0,False
10.44,5,0.447,0.004,2.0,False
10.48,1,0.316,0.316,1.0,False
10.48,1,1.0,0.0,2.0,True
10.48,2,0.316,0.316,1.0,False
10.48,2,0.707,0.0,2.0,False
10.48,3,0.316,0.316,1.0,False
10.48,3,0.577,0.001,2.0,False
10.48,4,0.316,0.316,1.0,False
10.48,4,0.5,0.003,2.0,False
10.48,5,0.316,0.316,1.0,False
10.48,5,0.447,0.004,2.0,False
10.52,1,0.316,0.316,1.0,False
10.52,1,1.0,0.0,2.0,True
10.52,2,0.316,0.316,1.0,False
10.52,2,0.707,0.0,2.0,False
10.52,3,0.316,0.316,1.0,False
10.52,3,0.577,0.001,2.0,False
10.52,4,0.316,0.316,1.0,False
10.52,4,0.5,0.003,2.0,False
10.52,5,0.316,0.316,1.0,False
10.52,5,0.447,0.004,2.0,False
10.56,1,0.316,0.316,1.0,False
10.56,1,1.0,0.0,2.0,True
10.56,2,0.316,0.316,1.0,False
10.56,2,0.707,0.0,2.0,False
10.56,3,0.316,0.316,1.0,False
10.56,3,0.577,0.001,2.0,False
10.56,4,0.316,0.316,1.0,False
10.56,4,0.5,0.003,2.0,False
10.56,5,0.316,0.316,1.0,False
10.56,5,0.447,0.004,2.0,False
10.6,1,0.316,0.316,1.0,False
10.6,1,1.0,0.0,2.0,True
10.6,2,0.316,0.316,1.0,False
10.6,2,0.707,0.0,2.0,False
10.6,3,0.316,0.316,1.0,False
10.6,3,0.577,0.001,2.0,False
10.6,4,0.316,0.316,1.0,False
10.6,4,0.5,0.003,2.0,False
10.6,5,0.316,0.316,1.0,False
10.6,5,0.447,0.004,2.0,False
10.64,1,0.316,0.316,1.0,False
10.64,1,1.0,0.0,2.0,True
10.64,2,0.316,0.316,1.0,False
10.64,2,0.707,0.0,2.0,False
10.64,3,0.316,0.316,1.0,False
10.64,3,0.577,0.001,2.0,False
10.64,4,0.316,0.316,1.0,False
10.64,4,0.5,0.003,2.0,False
10.64,5,0.316,0.316,1.0,False
10.64,5,0.447,0.004,2.0,False
10.68,1,0.316,0.316,1.0,False
10.68,1,1.0,0.0,2.0,True
10.68,2,0.316,0.316,1.0,False
10.68,2,0.707,0.0,2.0,False
10.68,3,0.316,0.316,1.0,False
10.68,3,0.577,0.001,2.0,False
10.68,4,0.316,0.316,1.0,False
10.68,4,0.5,0.002,2.0,False
10.68,5,0.316,0.316,1.0,False
10.68,5,0.447,0.004,2.0,False
10.72,1,0.316,0.316,1.0,False
10.72,1,1.0,0.0,2.0,True
10.72,2,0.316,0.316,1.0,False
10.72,2,0.707,0.0,2.0,False
10.72,3,0.316,0.316,1.0,False
10.72,3,0.577,0.001,2.0,False
10.72,4,0.316,0.316,1.0,False
10.72,4,0.5,0.002,2.0,False
10.72,5,0.316,0.316,1.0,False
10.72,5,0.447,0.004,2.0,False
10.76,1,0.316,0.316,1.0,False
10.76,1,1.0,0.0,2.0,True
10.76,2,0.316,0.316,1.0,False
10.76,2,0.707,0.0,2.0,False
10.76,3,0.316,0.316,1.0,False
10.76,3,0.577,0.001,2.0,False
10.76,4,0.316,0.316,1.0,False
10.76,4,0.5,0.002,2.0,False
10.76,5,0.316,0.316,1.0,False
10.76,5,0.447,0.004,2.0,False
10.8,1,0.316,0.316,1.0,False
10.8,1,1.0,0.0,2.0,True
10.8,2,0.316,0.316,1.0,False
10.8,2,0.707,0.0,2.0,False
10.8,3,0.316,0.316,1.0,False
10.8,3,0.577,0.001,2.0,False
10.8,4,0.316,0.316,1.0,False
10.8,4,0.5,0.002,2.0,False
10.8,5,0.316,0.316,1.0,False
10.8,5,0.447,0.004,2.0,False
10.84,1,0.316,0.316,1.0,False
10.84,1,1.0,0.0,2.0,True
10.84,2,0.316,0.316,1.0,False
10.84,2,0.707,0.0,2.0,False
10.84,3,0.316,0.316,1.0,False
10.84,3,0.577,0.001,2.0,False
10.84,4,0.316,0.316,1.0,False
10.84,4,0.5,0.002,2.0,False
10.84,5,0.316,0.316,1.0,False
10.84,5,0.447,0.004,2.0,False
10.88,1,0.316,0.316,1.0,False
10.88,1,1.0,0.0,2.0,True
10.88,2,0.316,0.316,1.0,False
10.88,2,0.707,0.0,2.0,False
10.88,3,0.316,0.316,1.0,False
10.88,3,0.577,0.001,2.0,False
10.88,4,0.316,0.316,1.0,False
10.88,4,0.5,0.002,2.0,False
10.88,5,0.316,0.316,1.0,False
10.88,5,0.447,0.004,2.0,False
10.92,1,0.316,0.316,1.0,False
10.92,1,1.0,0.0,2.0,True
10.92,2,0.316,0.316,1.0,False
10.92,2,0.707,0.0,2.0,False
10.92,3,0.316,0.316,1.0,False
10.92,3,0.577,0.001,2.0,False
10.92,4,0.316,0.316,1.0,False
10.92,4,0.5,0.002,2.0,False
10.92,5,0.316,0.316,1.0,False
10.92,5,0.447,0.004,2.0,False
10.96,1,0.316,0.316,1.0,False
10.96,1,1.0,0.0,2.0,True
10.96,2,0.316,0.316,1.0,False
10.96,2,0.707,0.0,2.0,False
10.96,3,0.316,0.316,1.0,False
10.96,3,0.577,0.001,2.0,False
10.96,4,0.316,0.316,1.0,False
10.96,4,0.5,0.002,2.0,False
10.96,5,0.316,0.316,1.0,False
10.96,5,0.447,0.003,2.0,False
11.0,1,0.316,0.316,1.0,False
11.0,1,1.0,0.0,2.0,True
11.0,2,0.316,0.316,1.0,False
11.0,2,0.707,0.0,2.0,False
11.0,3,0.316,0.316,1.0,False
11.0,3,0.577,0.001,2.0,False
11.0,4,0.316,0.316,1.0,False
11.0,4,0.5,0.002,2.0,False
11.0,5,0.316,0.316,1.0,False
11.0,5,0.447,0.003,2.0,False
11.040000000000001,1,0.316,0.316,1.0,False
11.040000000000001,1,1.0,0.0,2.0,True
11.040000000000001,2,0.316,0.316,1.0,False
11.040000000000001,2,0.707,0.0,2.0,False
11.040000000000001,3,0.316,0.316,1.0,False
11.040000000000001,3,0.577,0.001,2.0,False
11.040000000000001,4,0.316,0.316,1.0,False
11.040000000000001,4,0.5,0.002,2.0,False
11.040000000000001,5,0.316,0.316,1.0,False
11.040000000000001,5,0.447,0.003,2.0,False
11.08,1,0.316,0.316,1.0,False
11.08,1,1.0,0.0,2.0,True
11.08,2,0.316,0.316,1.0,False
11.08,2,0.707,0.0,2.0,False
11.08,3,0.316,0.316,1.0,False
11.08,3,0.577,0.001,2.0,False
11.08,4,0.316,0.316,1.0,False
11.08,4,0.5,0.002,2.0,False
11.08,5,0.316,0.316,1.0,False
11.08,5,0.447,0.003,2.0,False
11.120000000000001,1,0.316,0.316,1.0,False
11.120000000000001,1,1.0,0.0,2.0,True
11.120000000000001,2,0.316,0.316,1.0,False
11.120000000000001,2,0.707,0.0,2.0,False
11.120000000000001,3,0.316,0.316,1.0,False
11.120000000000001,3,0.577,0.001,2.0,False
11.120000000000001,4,0.316,0.316,1.0,False
11.120000000000001,4,0.5,0.002,2.0,False
11.120000000000001,5,0.316,0.316,1.0,False
11.120000000000001,5,0.447,0.003,2.0,False
11.16,1,0.316,0.316,1.0,False
11.16,1,1.0,0.0,2.0,True
11.16,2,0.316,0.316,1.0,False
11.16,2,0.707,0.0,2.0,False
11.16,3,0.316,0.316,1.0,False
11.16,3,0.577,0.001,2.0,False
11.16,4,0.316,0.316,1.0,False
11.16,4,0.5,0.002,2.0,False
11.16,5,0.316,0.316,1.0,False
11.16,5,0.447,0.003,2.0,False
11.200000000000001,1,0.316,0.316,1.0,False
11.200000000000001,1,1.0,0.0,2.0,True
11.200000000000001,2,0.316,0.316,1.0,False
11.200000000000001,2,0.707,0.0,2.0,False
11.200000000000001,3,0.316,0.316,1.0,False
11.200000000000001,3,0.577,0.001,2.0,False
11.200000000000001,4,0.316,0.316,1.0,False
11.200000000000001,4,0.5,0.002,2.0,False
11.200000000000001,5,0.316,0.316,1.0,False
11.200000000000001,5,0.447,0.003,2.0,False
11.24,1,0.316,0.316,1.0,False
11.24,1,1.0,0.0,2.0,True
11.24,2,0.316,0.316,1.0,False
11.24,2,0.707,0.0,2.0,False
11.24,3,0.316,0.316,1.0,False
11.24,3,0.577,0.001,2.0,False
11.24,4,0.316,0.316,1.0,False
11.24,4,0.5,0.002,2.0,False
11.24,5,0.316,0.316,1.0,False
11.24,5,0.447,0.003,2.0,False
11.28,1,0.316,0.316,1.0,False
11.28,1,1.0,0.0,2.0,True
11.28,2,0.316,0.316,1.0,False
11.28,2,0.707,0.0,2.0,False
11.28,3,0.316,0.316,1.0,False
11.28,3,0.577,0.001,2.0,False
11.28,4,0.316,0.316,1.0,False
11.28,4,0.5,0.002,2.0,False
11.28,5,0.316,0.316,1.0,False
11.28,5,0.447,0.003,2.0,False
11.32,1,0.316,0.316,1.0,False
11.32,1,1.0,0.0,2.0,True
11.32,2,0.316,0.316,1.0,False
11.32,2,0.707,0.0,2.0,False
11.32,3,0.316,0.316,1.0,False
11.32,3,0.577,0.001,2.0,False
11.32,4,0.316,0.316,1.0,False
11.32,4,0.5,0.002,2.0,False
11.32,5,0.316,0.316,1.0,False
11.32,5,0.447,0.003,2.0,False
11.36,1,0.316,0.316,1.0,False
11.36,1,1.0,0.0,2.0,True
11.36,2,0.316,0.316,1.0,False
11.36,2,0.707,0.0,2.0,False
11.36,3,0.316,0.316,1.0,False
11.36,3,0.577,0.001,2.0,False
11.36,4,0.316,0.316,1.0,False
11.36,4,0.5,0.002,2.0,False
11.36,5,0.316,0.316,1.0,False
11.36,5,0.447,0.003,2.0,False
11.4,1,0.316,0.316,1.0,False
11.4,1,1.0,0.0,2.0,True
11.4,2,0.316,0.316,1.0,False
11.4,2,0.707,0.0,2.0,False
11.4,3,0.316,0.316,1.0,False
11.4,3,0.577,0.001,2.0,False
11.4,4,0.316,0.316,1.0,False
11.4,4,0.5,0.002,2.0,False
11.4,5,0.316,0.316,1.0,False
11.4,5,0.447,0.003,2.0,False
11.44,1,0.316,0.316,1.0,False
11.44,1,1.0,0.0,2.0,True
11.44,2,0.316,0.316,1.0,False
11.44,2,0.707,0.0,2.0,False
11.44,3,0.316,0.316,1.0,False
11.44,3,0.577,0.001,2.0,False
11.44,4,0.316,0.316,1.0,False
11.44,4,0.5,0.002,2.0,False
11.44,5,0.316,0.316,1.0,False
11.44,5,0.447,0.003,2.0,False
11.48,1,0.316,0.316,1.0,False
11.48,1,1.0,0.0,2.0,True
11.48,2,0.316,0.316,1.0,False
11.48,2,0.707,0.0,2.0,False
11.48,3,0.316,0.316,1.0,False
11.48,3,0.577,0.001,2.0,False
11.48,4,0.316,0.316,1.0,False
11.48,4,0.5,0.002,2.0,False
11.48,5,0.316,0.316,1.0,False
11.48,5,0.447,0.003,2.0,False
11.52,1,0.316,0.316,1.0,False
11.52,1,1.0,0.0,2.0,True
11.52,2,0.316,0.316,1.0,False
11.52,2,0.707,0.0,2.0,False
11.52,3,0.316,0.316,1.0,False
11.52,3,0.577,0.001,2.0,False
11.52,4,0.316,0.316,1.0,False
11.52,4,0.5,0.002,2.0,False
11.52,5,0.316,0.316,1.0,False
11.52,5,0.447,0.003,2.0,False
11.56,1,0.316,0.316,1.0,False
11.56,1,1.0,0.0,2.0,True
11.56,2,0.316,0.316,1.0,False
11.56,2,0.707,0.0,2.0,False
11.56,3,0.316,0.316,1.0,False
11.56,3,0.577,0.001,2.0,False
11.56,4,0.316,0.316,1.0,False
11.56,4,0.5,0.002,2.0,False
11.56,5,0.316,0.316,1.0,False
11.56,5,0.447,0.003,2.0,False
11.6,1,0.316,0.316,1.0,False
11.6,1,1.0,0.0,2.0,True
11.6,2,0.316,0.316,1.0,False
11.6,2,0.707,0.0,2.0,False
11.6,3,0.316,0.316,1.0,False
11.6,3,0.577,0.001,2.0,False
11.6,4,0.316,0.316,1.0,False
11.6,4,0.5,0.002,2.0,False
11.6,5,0.316,0.316,1.0,False
11.6,5,0.447,0.003,2.0,False
11.64,1,0.316,0.316,1.0,False
11.64,1,1.0,0.0,2.0,True
11.64,2,0.316,0.316,1.0,False
11.64,2,0.707,0.0,2.0,False
11.64,3,0.316,0.316,1.0,False
11.64,3,0.577,0.001,2.0,False
11.64,4,0.316,0.316,1.0,False
11.64,4,0.5,0.002,2.0,False
11.64,5,0.316,0.316,1.0,False
11.64,5,0.447,0.003,2.0,False
11.68,1,0.316,0.316,1.0,False
11.68,1,1.0,0.0,2.0,True
11.68,2,0.316,0.316,1.0,False
11.68,2,0.707,0.0,2.0,False
11.68,3,0.316,0.316,1.0,False
11.68,3,0.577,0.001,2.0,False
11.68,4,0.316,0.316,1.0,False
11.68,4,0.5,0.001,2.0,False
11.68,5,0.316,0.316,1.0,False
11.68,5,0.447,0.002,2.0,False
11.72,1,0.316,0.316,1.0,False
11.72,1,1.0,0.0,2.0,True
11.72,2,0.316,0.316,1.0,False
11.72,2,0.707,0.0,2.0,False
11.72,3,0.316,0.316,1.0,False
11.72,3,0.577,0.001,2.0,False
11.72,4,0.316,0.316,1.0,False
11.72,4,0.5,0.001,2.0,False
11.72,5,0.316,0.316,1.0,False
11.72,5,0.447,0.002,2.0,False
11.76,1,0.316,0.316,1.0,False
11.76,1,1.0,0.0,2.0,True
11.76,2,0.316,0.316,1.0,False
11.76,2,0.707,0.0,2.0,False
11.76,3,0.316,0.316,1.0,False
11.76,3,0.577,0.001,2.0,False
11.76,4,0.316,0.316,1.0,False
11.76,4,0.5,0.001,2.0,False
11.76,5,0.316,0.316,1.0,False
11.76,5,0.447,0.002,2.0,False
11.8,1,0.316,0.316,1.0,False
11.8,1,1.0,0.0,2.0,True
11.8,2,0.316,0.316,1.0,False
11.8,2,0.707,0.0,2.0,False
11.8,3,0.316,0.316,1.0,False
11.8,3,0.577,0.001,2.0,False
11.8,4,0.316,0.316,1.0,False
11.8,4,0.5,0.001,2.0,False
11.8,5,0.316,0.316,1.0,False
11.8,5,0.447,0.002,2.0,False
11.84,1,0.316,0.316,1.0,False
11.84,1,1.0,0.0,2.0,True
11.84,2,0.316,0.316,1.0,False
11.84,2,0.707,0.0,2.0,False
11.84,3,0.316,0.316,1.0,False
11.84,3,0.577,0.001,2.0,False
11.84,4,0.316,0.316,1.0,False
11.84,4,0.5,0.001,2.0,False
11.84,5,0.316,0.316,1.0,False
11.84,5,0.447,0.002,2.0,False
11.88,1,0.316,0.316,1.0,False
11.88,1,1.0,0.0,2.0,True
11.88,2,0.316,0.316,1.0,False
11.88,2,0.707,0.0,2.0,False
11.88,3,0.316,0.316,1.0,False
11.88,3,0.577,0.001,2.0,False
11.88,4,0.316,0.316,1.0,False
11.88,4,0.5,0.001,2.0,False
11.88,5,0.316,0.316,1.0,False
11.88,5,0.447,0.002,2.0,False
11.92,1,0.316,0.316,1.0,False
11.92,1,1.0,0.0,2.0,True
11.92,2,0.316,0.316,1.0,False
11.92,2,0.707,0.0,2.0,False
11.92,3,0.316,0.316,1.0,False
11.92,3,0.577,0.001,2.0,False
11.92,4,0.316,0.316,1.0,False
11.92,4,0.5,0.001,2.0,False
11.92,5,0.316,0.316,1.0,False
11.92,5,0.447,0.002,2.0,False
11.96,1,0.316,0.316,1.0,False
11.96,1,1.0,0.0,2.0,True
11.96,2,0.316,0.316,1.0,False
11.96,2,0.707,0.0,2.0,False
11.96,3,0.316,0.316,1.0,False
11.96,3,0.577,0.001,2.0,False
11.96,4,0.316,0.316,1.0,False
11.96,4,0.5,0.001,2.0,False
11.96,5,0.316,0.316,1.0,False
11.96,5,0.447,0.002,2.0,False
12.0,1,0.316,0.316,1.0,False
12.0,1,1.0,0.0,2.0,True
12.0,2,0.316,0.316,1.0,False
12.0,2,0.707,0.0,2.0,False
12.0,3,0.316,0.316,1.0,False
12.0,3,0.577,0.001,2.0,False
12.0,4,0.316,0.316,1.0,False
12.0,4,0.5,0.001,2.0,False
12.0,5,0.316,0.316,1.0,False
12.0,5,0.447,0.002,2.0,False
12.040000000000001,1,0.316,0.316,1.0,False
12.040000000000001,1,1.0,0.0,2.0,True
12.040000000000001,2,0.316,0.316,1.0,False
12.040000000000001,2,0.707,0.0,2.0,False
12.040000000000001,3,0.316,0.316,1.0,False
12.040000000000001,3,0.577,0.001,2.0,False
12.040000000000001,4,0.316,0.316,1.0,False
12.040000000000001,4,0.5,0.001,2.0,False
12.040000000000001,5,0.316,0.316,1.0,False
12.040000000000001,5,0.447,0.002,2.0,False
12.08,1,0.316,0.316,1.0,False
12.08,1,1.0,0.0,2.0,True
12.08,2,0.316,0.316,1.0,False
12.08,2,0.707,0.0,2.0,False
12.08,3,0.316,0.316,1.0,False
12.08,3,0.577,0.001,2.0,False
12.08,4,0.316,0.316,1.0,False
12.08,4,0.5,0.001,2.0,False
12.08,5,0.316,0.316,1.0,False
12.08,5,0.447,0.002,2.0,False
12.120000000000001,1,0.316,0.316,1.0,False
12.120000000000001,1,1.0,0.0,2.0,True
12.120000000000001,2,0.316,0.316,1.0,False
12.120000000000001,2,0.707,0.0,2.0,False
12.120000000000001,3,0.316,0.316,1.0,False
12.120000000000001,3,0.577,0.001,2.0,False
12.120000000000001,4,0.316,0.316,1.0,False
12.120000000000001,4,0.5,0.001,2.0,False
12.120000000000001,5,0.316,0.316,1.0,False
12.120000000000001,5,0.447,0.002,2.0,False
12.16,1,0.316,0.316,1.0,False
12.16,1,1.0,0.0,2.0,True
12.16,2,0.316,0.316,1.0,False
12.16,2,0.707,0.0,2.0,False
12.16,3,0.316,0.316,1.0,False
12.16,3,0.577,0.001,2.0,False
12.16,4,0.316,0.316,1.0,False
12.16,4,0.5,0.001,2.0,False
12.16,5,0.316,0.316,1.0,False
12.16,5,0.447,0.002,2.0,False
12.200000000000001,1,0.316,0.316,1.0,False
12.200000000000001,1,1.0,0.0,2.0,True
12.200000000000001,2,0.316,0.316,1.0,False
12.200000000000001,2,0.707,0.0,2.0,False
12.200000000000001,3,0.316,0.316,1.0,False
12.200000000000001,3,0.577,0.001,2.0,False
12.200000000000001,4,0.316,0.316,1.0,False
12.200000000000001,4,0.5,0.001,2.0,False
12.200000000000001,5,0.316,0.316,1.0,False
12.200000000000001,5,0.447,0.002,2.0,False
12.24,1,0.316,0.316,1.0,False
12.24,1,1.0,0.0,2.0,True
12.24,2,0.316,0.316,1.0,False
12.24,2,0.707,0.0,2.0,False
12.24,3,0.316,0.316,1.0,False
12.24,3,0.577,0.0,2.0,False
12.24,4,0.316,0.316,1.0,False
12.24,4,0.5,0.001,2.0,False
12.24,5,0.316,0.316,1.0,False
12.24,5,0.447,0.002,2.0,False
12.280000000000001,1,0.316,0.316,1.0,False
12.280000000000001,1,1.0,0.0,2.0,True
12.280000000000001,2,0.316,0.316,1.0,False
12.280000000000001,2,0.707,0.0,2.0,False
12.280000000000001,3,0.316,0.316,1.0,False
12.280000000000001,3,0.577,0.0,2.0,False
12.280000000000001,4,0.316,0.316,1.0,False
12.280000000000001,4,0.5,0.001,2.0,False
12.280000000000001,5,0.316,0.316,1.0,False
12.280000000000001,5,0.447,0.002,2.0,False
12.32,1,0.316,0.316,1.0,False
12.32,1,1.0,0.0,2.0,True
12.32,2,0.316,0.316,1.0,False
12.32,2,0.707,0.0,2.0,False
12.32,3,0.316,0.316,1.0,False
12.32,3,0.577,0.0,2.0,False
12.32,4,0.316,0.316,1.0,False
