beta,n_1,s_1,s_2,group,stable
6.88,5,0.447,0.024,2.0,False
6.92,1,0.316,0.316,1.0,True
6.92,1,1.0,0.001,2.0,True
6.92,2,0.316,0.316,1.0,True
6.92,2,0.707,0.006,2.0,False
6.92,3,0.316,0.316,1.0,True
6.92,3,0.577,0.012,2.0,False
6.92,4,0.316,0.316,1.0,True
6.92,4,0.5,0.018,2.0,False
6.92,5,0.316,0.316,1.0,True
6.92,5,0.447,0.024,2.0,False
6.96,1,0.316,0.316,1.0,True
6.96,1,1.0,0.001,2.0,True
6.96,2,0.316,0.316,1.0,True
6.96,2,0.707,0.005,2.0,False
6.96,3,0.316,0.316,1.0,True
6.96,3,0.577,0.011,2.0,False
6.96,4,0.316,0.316,1.0,True
6.96,4,0.5,0.017,2.0,False
6.96,5,0.316,0.316,1.0,True
6.96,5,0.447,0.023,2.0,False
7.0,1,0.316,0.316,1.0,True
7.0,1,1.0,0.001,2.0,True
7.0,2,0.316,0.316,1.0,True
7.0,2,0.707,0.005,2.0,False
7.0,3,0.316,0.316,1.0,True
7.0,3,0.577,0.011,2.0,False
7.0,4,0.316,0.316,1.0,True
7.0,4,0.5,0.017,2.0,False
7.0,5,0.316,0.316,1.0,True
7.0,5,0.447,0.023,2.0,False
7.04,1,0.316,0.316,1.0,True
7.04,1,1.0,0.001,2.0,True
7.04,2,0.316,0.316,1.0,True
7.04,2,0.707,0.005,2.0,False
7.04,3,0.316,0.316,1.0,True
7.04,3,0.577,0.011,2.0,False
7.04,4,0.316,0.316,1.0,True
7.04,4,0.5,0.017,2.0,False
7.04,5,0.316,0.316,1.0,True
7.04,5,0.447,0.023,2.0,False
7.08,1,0.316,0.316,1.0,True
7.08,1,1.0,0.001,2.0,True
7.08,2,0.316,0.316,1.0,True
7.08,2,0.707,0.005,2.0,False
7.08,3,0.316,0.316,1.0,True
7.08,3,0.577,0.01,2.0,False
7.08,4,0.316,0.316,1.0,True
7.08,4,0.5,0.016,2.0,False
7.08,5,0.316,0.316,1.0,True
7.08,5,0.447,0.022,2.0,False
7.12,1,0.316,0.316,1.0,True
7.12,1,1.0,0.001,2.0,True
7.12,2,0.316,0.316,1.0,True
7.12,2,0.707,0.005,2.0,False
7.12,3,0.316,0.316,1.0,True
7.12,3,0.577,0.01,2.0,False
7.12,4,0.316,0.316,1.0,True
7.12,4,0.5,0.016,2.0,False
7.12,5,0.316,0.316,1.0,True
7.12,5,0.447,0.022,2.0,False
7.16,1,0.316,0.316,1.0,True
7.16,1,1.0,0.001,2.0,True
7.16,2,0.316,0.316,1.0,True
7.16,2,0.707,0.005,2.0,False
7.16,3,0.316,0.316,1.0,True
7.16,3,0.577,0.01,2.0,False
7.16,4,0.316,0.316,1.0,True
7.16,4,0.5,0.016,2.0,False
7.16,5,0.316,0.316,1.0,True
7.16,5,0.447,0.021,2.0,False
7.2,1,0.316,0.316,1.0,True
7.2,1,1.0,0.001,2.0,True
7.2,2,0.316,0.316,1.0,True
7.2,2,0.707,0.004,2.0,False
7.2,3,0.316,0.316,1.0,True
7.2,3,0.577,0.01,2.0,False
7.2,4,0.316,0.316,1.0,True
7.2,4,0.5,0.015,2.0,False
7.2,5,0.316,0.316,1.0,True
7.2,5,0.447,0.021,2.0,False
7.24,1,0.316,0.316,1.0,True
7.24,1,1.0,0.001,2.0,True
7.24,2,0.316,0.316,1.0,True
7.24,2,0.707,0.004,2.0,False
7.24,3,0.316,0.316,1.0,True
7.24,3,0.577,0.009,2.0,False
7.24,4,0.316,0.316,1.0,True
7.24,4,0.5,0.015,2.0,False
7.24,5,0.316,0.316,1.0,True
7.24,5,0.447,0.02,2.0,False
7.28,1,0.316,0.316,1.0,True
7.28,1,1.0,0.001,2.0,True
7.28,2,0.316,0.316,1.0,True
7.28,2,0.707,0.004,2.0,False
7.28,3,0.316,0.316,1.0,True
7.28,3,0.577,0.009,2.0,False
7.28,4,0.316,0.316,1.0,True
7.28,4,0.5,0.015,2.0,False
7.28,5,0.316,0.316,1.0,True
7.28,5,0.447,0.02,2.0,False
7.32,1,0.316,0.316,1.0,True
7.32,1,1.0,0.001,2.0,True
7.32,2,0.316,0.316,1.0,True
7.32,2,0.707,0.004,2.0,False
7.32,3,0.316,0.316,1.0,True
7.32,3,0.577,0.009,2.0,False
7.32,4,0.316,0.316,1.0,True
7.32,4,0.5,0.014,2.0,False
7.32,5,0.316,0.316,1.0,True
7.32,5,0.447,0.02,2.0,False
7.36,1,0.316,0.316,1.0,True
7.36,1,1.0,0.001,2.0,True
7.36,2,0.316,0.316,1.0,True
7.36,2,0.707,0.004,2.0,False
7.36,3,0.316,0.316,1.0,True
7.36,3,0.577,0.009,2.0,False
7.36,4,0.316,0.316,1.0,True
7.36,4,0.5,0.014,2.0,False
7.36,5,0.316,0.316,1.0,True
7.36,5,0.447,0.019,2.0,False
7.4,1,0.316,0.316,1.0,True
7.4,1,1.0,0.001,2.0,True
7.4,2,0.316,0.316,1.0,True
7.4,2,0.707,0.004,2.0,False
7.4,3,0.316,0.316,1.0,True
7.4,3,0.577,0.009,2.0,False
7.4,4,0.316,0.316,1.0,True
7.4,4,0.5,0.014,2.0,False
7.4,5,0.316,0.316,1.0,True
7.4,5,0.447,0.019,2.0,False
7.44,1,0.316,0.316,1.0,True
7.44,1,1.0,0.001,2.0,True
7.44,2,0.316,0.316,1.0,True
7.44,2,0.707,0.004,2.0,False
7.44,3,0.316,0.316,1.0,True
7.44,3,0.577,0.008,2.0,False
7.44,4,0.316,0.316,1.0,True
7.44,4,0.5,0.013,2.0,False
7.44,5,0.316,0.316,1.0,True
7.44,5,0.447,0.018,2.0,False
7.48,1,0.316,0.316,1.0,True
7.48,1,1.0,0.001,2.0,True
7.48,2,0.316,0.316,1.0,True
7.48,2,0.707,0.004,2.0,False
7.48,3,0.316,0.316,1.0,True
7.48,3,0.577,0.008,2.0,False
7.48,4,0.316,0.316,1.0,True
7.48,4,0.5,0.013,2.0,False
7.48,5,0.316,0.316,1.0,True
7.48,5,0.447,0.018,2.0,False
7.5200000000000005,1,0.316,0.316,1.0,True
7.5200000000000005,1,1.0,0.001,2.0,True
7.5200000000000005,2,0.316,0.316,1.0,True
7.5200000000000005,2,0.707,0.004,2.0,False
7.5200000000000005,3,0.316,0.316,1.0,True
7.5200000000000005,3,0.577,0.008,2.0,False
7.5200000000000005,4,0.316,0.316,1.0,True
7.5200000000000005,4,0.5,0.013,2.0,False
7.5200000000000005,5,0.316,0.316,1.0,True
7.5200000000000005,5,0.447,0.018,2.0,False
7.5600000000000005,1,0.316,0.316,1.0,True
7.5600000000000005,1,1.0,0.001,2.0,True
7.5600000000000005,2,0.316,0.316,1.0,True
7.5600000000000005,2,0.707,0.003,2.0,False
7.5600000000000005,3,0.316,0.316,1.0,True
7.5600000000000005,3,0.577,0.008,2.0,False
7.5600000000000005,4,0.316,0.316,1.0,True
7.5600000000000005,4,0.5,0.013,2.0,False
7.5600000000000005,5,0.316,0.316,1.0,True
7.5600000000000005,5,0.447,0.017,2.0,False
7.6000000000000005,1,0.316,0.316,1.0,True
7.6000000000000005,1,1.0,0.001,2.0,True
7.6000000000000005,2,0.316,0.316,1.0,True
7.6000000000000005,2,0.707,0.003,2.0,False
7.6000000000000005,3,0.316,0.316,1.0,True
7.6000000000000005,3,0.577,0.008,2.0,False
7.6000000000000005,4,0.316,0.316,1.0,True
7.6000000000000005,4,0.5,0.012,2.0,False
7.6000000000000005,5,0.316,0.316,1.0,True
7.6000000000000005,5,0.447,0.017,2.0,False
7.640000000000001,1,0.316,0.316,1.0,True
7.640000000000001,1,1.0,0.0,2.0,True
7.640000000000001,2,0.316,0.316,1.0,True
7.640000000000001,2,0.707,0.003,2.0,False
7.640000000000001,3,0.316,0.316,1.0,True
7.640000000000001,3,0.577,0.007,2.0,False
7.640000000000001,4,0.316,0.316,1.0,True
7.640000000000001,4,0.5,0.012,2.0,False
7.640000000000001,5,0.316,0.316,1.0,True
7.640000000000001,5,0.447,0.017,2.0,False
7.68,1,0.316,0.316,1.0,True
7.68,1,1.0,0.0,2.0,True
7.68,2,0.316,0.316,1.0,True
7.68,2,0.707,0.003,2.0,False
7.68,3,0.316,0.316,1.0,True
7.68,3,0.577,0.007,2.0,False
7.68,4,0.316,0.316,1.0,True
7.68,4,0.5,0.012,2.0,False
7.68,5,0.316,0.316,1.0,True
7.68,5,0.447,0.016,2.0,False
7.72,1,0.316,0.316,1.0,True
7.72,1,1.0,0.0,2.0,True
7.72,2,0.316,0.316,1.0,True
7.72,2,0.707,0.003,2.0,False
7.72,3,0.316,0.316,1.0,True
7.72,3,0.577,0.007,2.0,False
7.72,4,0.316,0.316,1.0,True
7.72,4,0.5,0.012,2.0,False
7.72,5,0.316,0.316,1.0,True
7.72,5,0.447,0.016,2.0,False
7.76,1,0.316,0.316,1.0,True
7.76,1,1.0,0.0,2.0,True
7.76,2,0.316,0.316,1.0,True
7.76,2,0.707,0.003,2.0,False
7.76,3,0.316,0.316,1.0,True
7.76,3,0.577,0.007,2.0,False
7.76,4,0.316,0.316,1.0,True
7.76,4,0.5,0.011,2.0,False
7.76,5,0.316,0.316,1.0,True
7.76,5,0.447,0.016,2.0,False
7.8,1,0.316,0.316,1.0,True
7.8,1,1.0,0.0,2.0,True
7.8,2,0.316,0.316,1.0,True
7.8,2,0.707,0.003,2.0,False
7.8,3,0.316,0.316,1.0,True
7.8,3,0.577,0.007,2.0,False
7.8,4,0.316,0.316,1.0,True
7.8,4,0.5,0.011,2.0,False
7.8,5,0.316,0.316,1.0,True
7.8,5,0.447,0.015,2.0,False
7.84,1,0.316,0.316,1.0,True
7.84,1,1.0,0.0,2.0,True
7.84,2,0.316,0.316,1.0,True
7.84,2,0.707,0.003,2.0,False
7.84,3,0.316,0.316,1.0,True
7.84,3,0.577,0.007,2.0,False
7.84,4,0.316,0.316,1.0,True
7.84,4,0.5,0.011,2.0,False
7.84,5,0.316,0.316,1.0,True
7.84,5,0.447,0.015,2.0,False
7.88,1,0.316,0.316,1.0,True
7.88,1,1.0,0.0,2.0,True
7.88,2,0.316,0.316,1.0,True
7.88,2,0.707,0.003,2.0,False
7.88,3,0.316,0.316,1.0,True
7.88,3,0.577,0.006,2.0,False
7.88,4,0.316,0.316,1.0,True
7.88,4,0.5,0.011,2.0,False
7.88,5,0.316,0.316,1.0,True
7.88,5,0.447,0.015,2.0,False
7.92,1,0.316,0.316,1.0,True
7.92,1,1.0,0.0,2.0,True
7.92,2,0.316,0.316,1.0,True
7.92,2,0.707,0.003,2.0,False
7.92,3,0.316,0.316,1.0,True
7.92,3,0.577,0.006,2.0,False
7.92,4,0.316,0.316,1.0,True
7.92,4,0.5,0.01,2.0,False
7.92,5,0.316,0.316,1.0,True
7.92,5,0.447,0.015,2.0,False
7.96,1,0.316,0.316,1.0,True
7.96,1,1.0,0.0,2.0,True
7.96,2,0.316,0.316,1.0,True
7.96,2,0.707,0.003,2.0,False
7.96,3,0.316,0.316,1.0,True
7.96,3,0.577,0.006,2.0,False
7.96,4,0.316,0.316,1.0,True
7.96,4,0.5,0.01,2.0,False
7.96,5,0.316,0.316,1.0,True
7.96,5,0.447,0.014,2.0,False
8.0,1,0.316,0.316,1.0,True
8.0,1,1.0,0.0,2.0,True
8.0,2,0.316,0.316,1.0,True
8.0,2,0.707,0.003,2.0,False
8.0,3,0.316,0.316,1.0,True
8.0,3,0.577,0.006,2.0,False
8.0,4,0.316,0.316,1.0,True
8.0,4,0.5,0.01,2.0,False
8.0,5,0.316,0.316,1.0,True
8.0,5,0.447,0.014,2.0,False
8.040000000000001,1,0.316,0.316,1.0,True
8.040000000000001,1,1.0,0.0,2.0,True
8.040000000000001,2,0.316,0.316,1.0,True
8.040000000000001,2,0.707,0.002,2.0,False
8.040000000000001,3,0.316,0.316,1.0,True
8.040000000000001,3,0.577,0.006,2.0,False
8.040000000000001,4,0.316,0.316,1.0,True
8.040000000000001,4,0.5,0.01,2.0,False
8.040000000000001,5,0.316,0.316,1.0,True
8.040000000000001,5,0.447,0.014,2.0,False
8.08,1,0.316,0.316,1.0,True
8.08,1,1.0,0.0,2.0,True
8.08,2,0.316,0.316,1.0,True
8.08,2,0.707,0.002,2.0,False
8.08,3,0.316,0.316,1.0,True
8.08,3,0.577,0.006,2.0,False
8.08,4,0.316,0.316,1.0,True
8.08,4,0.5,0.01,2.0,False
8.08,5,0.316,0.316,1.0,True
8.08,5,0.447,0.013,2.0,False
8.120000000000001,1,0.316,0.316,1.0,True
8.120000000000001,1,1.0,0.0,2.0,True
8.120000000000001,2,0.316,0.316,1.0,True
8.120000000000001,2,0.707,0.002,2.0,False
8.120000000000001,3,0.316,0.316,1.0,True
8.120000000000001,3,0.577,0.006,2.0,False
8.120000000000001,4,0.316,0.316,1.0,True
8.120000000000001,4,0.5,0.009,2.0,False
8.120000000000001,5,0.316,0.316,1.0,True
8.120000000000001,5,0.447,0.013,2.0,False
8.16,1,0.316,0.316,1.0,True
8.16,1,1.0,0.0,2.0,True
8.16,2,0.316,0.316,1.0,True
8.16,2,0.707,0.002,2.0,False
8.16,3,0.316,0.316,1.0,True
8.16,3,0.577,0.005,2.0,False
8.16,4,0.316,0.316,1.0,True
8.16,4,0.5,0.009,2.0,False
8.16,5,0.316,0.316,1.0,True
8.16,5,0.447,0.013,2.0,False
8.2,1,0.316,0.316,1.0,True
8.2,1,1.0,0.0,2.0,True
8.2,2,0.316,0.316,1.0,True
8.2,2,0.707,0.002,2.0,False
8.2,3,0.316,0.316,1.0,True
8.2,3,0.577,0.005,2.0,False
8.2,4,0.316,0.316,1.0,True
8.2,4,0.5,0.009,2.0,False
8.2,5,0.316,0.316,1.0,True
8.2,5,0.447,0.013,2.0,False
8.24,1,0.316,0.316,1.0,True
8.24,1,1.0,0.0,2.0,True
8.24,2,0.316,0.316,1.0,True
8.24,2,0.707,0.002,2.0,False
8.24,3,0.316,0.316,1.0,True
8.24,3,0.577,0.005,2.0,False
8.24,4,0.316,0.316,1.0,True
8.24,4,0.5,0.009,2.0,False
8.24,5,0.316,0.316,1.0,True
8.24,5,0.447,0.012,2.0,False
8.28,1,0.316,0.316,1.0,True
8.28,1,1.0,0.0,2.0,True
8.28,2,0.316,0.316,1.0,True
8.28,2,0.707,0.002,2.0,False
8.28,3,0.316,0.316,1.0,True
8.28,3,0.577,0.005,2.0,False
8.28,4,0.316,0.316,1.0,True
8.28,4,0.5,0.009,2.0,False
8.28,5,0.316,0.316,1.0,True
8.28,5,0.447,0.012,2.0,False
8.32,1,0.316,0.316,1.0,True
8.32,1,1.0,0.0,2.0,True
8.32,2,0.316,0.316,1.0,True
8.32,2,0.707,0.002,2.0,False
8.32,3,0.316,0.316,1.0,True
8.32,3,0.577,0.005,2.0,False
8.32,4,0.316,0.316,1.0,True
8.32,4,0.5,0.008,2.0,False
8.32,5,0.316,0.316,1.0,True
8.32,5,0.447,0.012,2.0,False
8.36,1,0.316,0.316,1.0,True
8.36,1,1.0,0.0,2.0,True
8.36,2,0.316,0.316,1.0,True
8.36,2,0.707,0.002,2.0,False
8.36,3,0.316,0.316,1.0,True
8.36,3,0.577,0.005,2.0,False
8.36,4,0.316,0.316,1.0,True
8.36,4,0.5,0.008,2.0,False
8.36,5,0.316,0.316,1.0,True
8.36,5,0.447,0.012,2.0,False
8.4,1,0.316,0.316,1.0,True
8.4,1,1.0,0.0,2.0,True
8.4,2,0.316,0.316,1.0,True
8.4,2,0.707,0.002,2.0,False
8.4,3,0.316,0.316,1.0,True
8.4,3,0.577,0.005,2.0,False
8.4,4,0.316,0.316,1.0,True
8.4,4,0.5,0.008,2.0,False
8.4,5,0.316,0.316,1.0,True
8.4,5,0.447,0.012,2.0,False
8.44,1,0.316,0.316,1.0,True
8.44,1,1.0,0.0,2.0,True
8.44,2,0.316,0.316,1.0,True
8.44,2,0.707,0.002,2.0,False
8.44,3,0.316,0.316,1.0,True
8.44,3,0.577,0.005,2.0,False
8.44,4,0.316,0.316,1.0,True
8.44,4,0.5,0.008,2.0,False
8.44,5,0.316,0.316,1.0,True
8.44,5,0.447,0.011,2.0,False
8.48,1,0.316,0.316,1.0,True
8.48,1,1.0,0.0,2.0,True
8.48,2,0.316,0.316,1.0,True
8.48,2,0.707,0.002,2.0,False
8.48,3,0.316,0.316,1.0,True
8.48,3,0.577,0.004,2.0,False
8.48,4,0.316,0.316,1.0,True
8.48,4,0.5,0.008,2.0,False
8.48,5,0.316,0.316,1.0,True
8.48,5,0.447,0.011,2.0,False
8.52,1,0.316,0.316,1.0,True
8.52,1,1.0,0.0,2.0,True
8.52,2,0.316,0.316,1.0,True
8.52,2,0.707,0.002,2.0,False
8.52,3,0.316,0.316,1.0,True
8.52,3,0.577,0.004,2.0,False
8.52,4,0.316,0.316,1.0,True
8.52,4,0.5,0.008,2.0,False
8.52,5,0.316,0.316,1.0,True
8.52,5,0.447,0.011,2.0,False
8.56,1,0.316,0.316,1.0,True
8.56,1,1.0,0.0,2.0,True
8.56,2,0.316,0.316,1.0,True
8.56,2,0.707,0.002,2.0,False
8.56,3,0.316,0.316,1.0,True
8.56,3,0.577,0.004,2.0,False
8.56,4,0.316,0.316,1.0,True
8.56,4,0.5,0.007,2.0,False
8.56,5,0.316,0.316,1.0,True
8.56,5,0.447,0.011,2.0,False
8.6,1,0.316,0.316,1.0,True
8.6,1,1.0,0.0,2.0,True
8.6,2,0.316,0.316,1.0,True
8.6,2,0.707,0.002,2.0,False
8.6,3,0.316,0.316,1.0,True
8.6,3,0.577,0.004,2.0,False
8.6,4,0.316,0.316,1.0,True
8.6,4,0.5,0.007,2.0,False
8.6,5,0.316,0.316,1.0,True
8.6,5,0.447,0.01,2.0,False
8.64,1,0.316,0.316,1.0,True
8.64,1,1.0,0.0,2.0,True
8.64,2,0.316,0.316,1.0,True
8.64,2,0.707,0.002,2.0,False
8.64,3,0.316,0.316,1.0,True
8.64,3,0.577,0.004,2.0,False
8.64,4,0.316,0.316,1.0,True
8.64,4,0.5,0.007,2.0,False
8.64,5,0.316,0.316,1.0,True
8.64,5,0.447,0.01,2.0,False
8.68,1,0.316,0.316,1.0,True
8.68,1,1.0,0.0,2.0,True
8.68,2,0.316,0.316,1.0,True
8.68,2,0.707,0.002,2.0,False
8.68,3,0.316,0.316,1.0,True
8.68,3,0.577,0.004,2.0,False
8.68,4,0.316,0.316,1.0,True
8.68,4,0.5,0.007,2.0,False
8.68,5,0.316,0.316,1.0,True
8.68,5,0.447,0.01,2.0,False
8.72,1,0.316,0.316,1.0,True
8.72,1,1.0,0.0,2.0,True
8.72,2,0.316,0.316,1.0,True
8.72,2,0.707,0.002,2.0,False
8.72,3,0.316,0.316,1.0,True
8.72,3,0.577,0.004,2.0,False
8.72,4,0.316,0.316,1.0,True
8.72,4,0.5,0.007,2.0,False
8.72,5,0.316,0.316,1.0,True
8.72,5,0.447,0.01,2.0,False
8.76,1,0.316,0.316,1.0,True
8.76,1,1.0,0.0,2.0,True
8.76,2,0.316,0.316,1.0,True
8.76,2,0.707,0.001,2.0,False
8.76,3,0.316,0.316,1.0,True
8.76,3,0.577,0.004,2.0,False
8.76,4,0.316,0.316,1.0,True
8.76,4,0.5,0.007,2.0,False
8.76,5,0.316,0.316,1.0,True
8.76,5,0.447,0.01,2.0,False
8.8,1,0.316,0.316,1.0,True
8.8,1,1.0,0.0,2.0,True
8.8,2,0.316,0.316,1.0,True
8.8,2,0.707,0.001,2.0,False
8.8,3,0.316,0.316,1.0,True
8.8,3,0.577,0.004,2.0,False
8.8,4,0.316,0.316,1.0,True
8.8,4,0.5,0.007,2.0,False
8.8,5,0.316,0.316,1.0,True
8.8,5,0.447,0.01,2.0,False
8.84,1,0.316,0.316,1.0,True
8.84,1,1.0,0.0,2.0,True
8.84,2,0.316,0.316,1.0,True
8.84,2,0.707,0.001,2.0,False
8.84,3,0.316,0.316,1.0,True
8.84,3,0.577,0.004,2.0,False
8.84,4,0.316,0.316,1.0,True
8.84,4,0.5,0.006,2.0,False
8.84,5,0.316,0.316,1.0,True
8.84,5,0.447,0.009,2.0,False
8.88,1,0.316,0.316,1.0,True
8.88,1,1.0,0.0,2.0,True
8.88,2,0.316,0.316,1.0,True
8.88,2,0.707,0.001,2.0,False
8.88,3,0.316,0.316,1.0,True
8.88,3,0.577,0.004,2.0,False
8.88,4,0.316,0.316,1.0,True
8.88,4,0.5,0.006,2.0,False
8.88,5,0.316,0.316,1.0,True
8.88,5,0.447,0.009,2.0,False
8.92,1,0.316,0.316,1.0,True
8.92,1,1.0,0.0,2.0,True
8.92,2,0.316,0.316,1.0,True
8.92,2,0.707,0.001,2.0,False
8.92,3,0.316,0.316,1.0,True
8.92,3,0.577,0.003,2.0,False
8.92,4,0.316,0.316,1.0,True
8.92,4,0.5,0.006,2.0,False
8.92,5,0.316,0.316,1.0,True
8.92,5,0.447,0.009,2.0,False
8.96,1,0.316,0.316,1.0,True
8.96,1,1.0,0.0,2.0,True
8.96,2,0.316,0.316,1.0,True
8.96,2,0.707,0.001,2.0,False
8.96,3,0.316,0.316,1.0,True
8.96,3,0.577,0.003,2.0,False
8.96,4,0.316,0.316,1.0,True
8.96,4,0.5,0.006,2.0,False
8.96,5,0.316,0.316,1.0,True
8.96,5,0.447,0.009,2.0,False
9.0,1,0.316,0.316,1.0,True
9.0,1,1.0,0.0,2.0,True
9.0,2,0.316,0.316,1.0,True
9.0,2,0.707,0.001,2.0,False
9.0,3,0.316,0.316,1.0,True
9.0,3,0.577,0.003,2.0,False
9.0,4,0.316,0.316,1.0,True
9.0,4,0.5,0.006,2.0,False
9.0,5,0.316,0.316,1.0,True
9.0,5,0.447,0.009,2.0,False
9.040000000000001,1,0.316,0.316,1.0,True
9.040000000000001,1,1.0,0.0,2.0,True
9.040000000000001,2,0.316,0.316,1.0,True
9.040000000000001,2,0.707,0.001,2.0,False
9.040000000000001,3,0.316,0.316,1.0,True
9.040000000000001,3,0.577,0.003,2.0,False
9.040000000000001,4,0.316,0.316,1.0,True
9.040000000000001,4,0.5,0.006,2.0,False
9.040000000000001,5,0.316,0.316,1.0,True
9.040000000000001,5,0.447,0.008,2.0,False
9.08,1,0.316,0.316,1.0,True
9.08,1,1.0,0.0,2.0,True
9.08,2,0.316,0.316,1.0,True
9.08,2,0.707,0.001,2.0,False
9.08,3,0.316,0.316,1.0,True
9.08,3,0.577,0.003,2.0,False
9.08,4,0.316,0.316,1.0,True
9.08,4,0.5,0.006,2.0,False
9.08,5,0.316,0.316,1.0,True
9.08,5,0.447,0.008,2.0,False
9.120000000000001,1,0.316,0.316,1.0,True
9.120000000000001,1,1.0,0.0,2.0,True
9.120000000000001,2,0.316,0.316,1.0,True
9.120000000000001,2,0.707,0.001,2.0,False
9.120000000000001,3,0.316,0.316,1.0,True
9.120000000000001,3,0.577,0.003,2.0,False
9.120000000000001,4,0.316,0.316,1.0,True
9.120000000000001,4,0.5,0.006,2.0,False
9.120000000000001,5,0.316,0.316,1.0,True
9.120000000000001,5,0.447,0.008,2.0,False
9.16,1,0.316,0.316,1.0,True
9.16,1,1.0,0.0,2.0,True
9.16,2,0.316,0.316,1.0,True
9.16,2,0.707,0.001,2.0,False
9.16,3,0.316,0.316,1.0,True
9.16,3,0.577,0.003,2.0,False
9.16,4,0.316,0.316,1.0,True
9.16,4,0.5,0.005,2.0,False
9.16,5,0.316,0.316,1.0,True
9.16,5,0.447,0.008,2.0,False
9.200000000000001,1,0.316,0.316,1.0,True
9.200000000000001,1,1.0,0.0,2.0,True
9.200000000000001,2,0.316,0.316,1.0,True
9.200000000000001,2,0.707,0.001,2.0,False
9.200000000000001,3,0.316,0.316,1.0,True
9.200000000000001,3,0.577,0.003,2.0,False
9.200000000000001,4,0.316,0.316,1.0,True
9.200000000000001,4,0.5,0.005,2.0,False
9.200000000000001,5,0.316,0.316,1.0,True
9.200000000000001,5,0.447,0.008,2.0,False
9.24,1,0.316,0.316,1.0,True
9.24,1,1.0,0.0,2.0,True
9.24,2,0.316,0.316,1.0,True
9.24,2,0.707,0.001,2.0,False
9.24,3,0.316,0.316,1.0,True
9.24,3,0.577,0.003,2.0,False
9.24,4,0.316,0.316,1.0,True
9.24,4,0.5,0.005,2.0,False
9.24,5,0.316,0.316,1.0,True
9.24,5,0.447,0.008,2.0,False
9.28,1,0.316,0.316,1.0,True
9.28,1,1.0,0.0,2.0,True
9.28,2,0.316,0.316,1.0,True
9.28,2,0.707,0.001,2.0,False
9.28,3,0.316,0.316,1.0,True
9.28,3,0.577,0.003,2.0,False
9.28,4,0.316,0.316,1.0,True
9.28,4,0.5,0.005,2.0,False
9.28,5,0.316,0.316,1.0,True
9.28,5,0.447,0.008,2.0,False
9.32,1,0.316,0.316,1.0,True
9.32,1,1.0,0.0,2.0,True
9.32,2,0.316,0.316,1.0,True
9.32,2,0.707,0.001,2.0,False
9.32,3,0.316,0.316,1.0,True
9.32,3,0.577,0.003,2.0,False
9.32,4,0.316,0.316,1.0,True
9.32,4,0.5,0.005,2.0,False
9.32,5,0.316,0.316,1.0,True
9.32,5,0.447,0.007,2.0,False
9.36,1,0.316,0.316,1.0,True
9.36,1,1.0,0.0,2.0,True
9.36,2,0.316,0.316,1.0,True
9.36,2,0.707,0.001,2.0,False
9.36,3,0.316,0.316,1.0,True
9.36,3,0.577,0.003,2.0,False
9.36,4,0.316,0.316,1.0,True
9.36,4,0.5,0.005,2.0,False
9.36,5,0.316,0.316,1.0,True
9.36,5,0.447,0.007,2.0,False
9.4,1,0.316,0.316,1.0,True
9.4,1,1.0,0.0,2.0,True
9.4,2,0.316,0.316,1.0,True
9.4,2,0.707,0.001,2.0,False
9.4,3,0.316,0.316,1.0,True
9.4,3,0.577,0.003,2.0,False
9.4,4,0.316,0.316,1.0,True
9.4,4,0.5,0.005,2.0,False
9.4,5,0.316,0.316,1.0,True
9.4,5,0.447,0.007,2.0,False
9.44,1,0.316,0.316,1.0,True
9.44,1,1.0,0.0,2.0,True
9.44,2,0.316,0.316,1.0,True
9.44,2,0.707,0.001,2.0,False
9.44,3,0.316,0.316,1.0,True
9.44,3,0.577,0.003,2.0,False
9.44,4,0.316,0.316,1.0,True
9.44,4,0.5,0.005,2.0,False
9.44,5,0.316,0.316,1.0,True
9.44,5,0.447,0.007,2.0,False
9.48,1,0.316,0.316,1.0,False
9.48,1,1.0,0.0,2.0,True
9.48,2,0.316,0.316,1.0,False
9.48,2,0.707,0.001,2.0,False
9.48,3,0.316,0.316,1.0,False
9.48,3,0.577,0.002,2.0,False
9.48,4,0.316,0.316,1.0,False
9.48,4,0.5,0.005,2.0,False
9.48,5,0.316,0.316,1.0,False
9.48,5,0.447,0.007,2.0,False
9.52,1,0.316,0.316,1.0,False
9.52,1,1.0,0.0,2.0,True
9.52,2,0.316,0.316,1.0,False
9.52,2,0.707,0.001,2.0,False
9.52,3,0.316,0.316,1.0,False
9.52,3,0.577,0.002,2.0,False
9.52,4,0.316,0.316,1.0,False
9.52,4,0.5,0.004,2.0,False
9.52,5,0.316,0.316,1.0,False
9.52,5,0.447,0.007,2.0,False
9.56,1,0.316,0.316,1.0,False
9.56,1,1.0,0.0,2.0,True
9.56,2,0.316,0.316,1.0,False
9.56,2,0.707,0.001,2.0,False
9.56,3,0.316,0.316,1.0,False
9.56,3,0.577,0.002,2.0,False
9.56,4,0.316,0.316,1.0,False
9.56,4,0.5,0.004,2.0,False
9.56,5,0.316,0.316,1.0,False
9.56,5,0.447,0.007,2.0,False
9.6,1,0.316,0.316,1.0,False
9.6,1,1.0,0.0,2.0,True
9.6,2,0.316,0.316,1.0,False
9.6,2,0.707,0.001,2.0,False
9.6,3,0.316,0.316,1.0,False
9.6,3,0.577,0.002,2.0,False
9.6,4,0.316,0.316,1.0,False
9.6,4,0.5,0.004,2.0,False
